,year,season,cl_id,month_max,month_range,PERIOD_YEAR,channel_type,MCC_popular,MCC_unpopular,amount_of_MCC,sum_MCC_5411,sum_MCC_6011,sum_MCC_5814,sum_MCC_5812,sum_MCC_5499,sum_MCC_5541,sum_MCC_5912,currency_popular,currency_unpopular,amount_of_currency,sum_currency_810,sum_currency_978,sum_currency_840,trx_category_popular,tranz_amount,tranz_sum,tranz_max,sum_trx_cat_0,sum_trx_cat_1,sum_trx_cat_2,sum_trx_cat_3,sum_trx_cat_4,sum_trx_cat_5,sum_trx_cat_6,sum_trx_cat_7,sum_trx_cat_8,sum_trx_cat_9,threeMonth_sum,sum_month2,sum_month1,sum_month0,mean_time,max_time,target_flag
10,2017,3,22,2017-07,3,2017,0,6011,9211,12,0.000973795941306143,0.5597454132890326,0.0,0.0,0.010510327544491908,0.00483233450321467,0.0,810,810,1,249767.0,0.0,0.0,6,59,1.0057980765536823,0.24622948588084093,0.0,0.0,0.0,0.0,0.0020134727096727794,0.49370350841176547,0.4440391905549767,0.012080836258036676,0.03986675965152103,0.014094308967709456,248327.18,0.0020577691092855807,0.037865367778106285,0.9600768631126081,0.04186046511627907,645.0,0
11,2017,2,23,2017-05,3,2017,0,6011,5912,11,0.026800088386628368,1.593129517977209,0.0,0.0,0.0,0.04056314908930206,0.002781811294548439,810,810,1,200469.8,0.0,0.0,6,51,1.9775501909782505,0.24941412621751508,0.0,0.1430363963508949,0.1233072382335301,0.0,0.0,0.9371350105748287,0.11807703841661668,0.0,0.3058019508191546,0.35019255658322546,101372.8,0.09118816881846017,0.23108072382335298,0.6777311073581868,0.17424242424242425,264.0,1
12,2017,2,24,2017-04,2,2017,0,5411,5541,8,0.01926912007305512,0.0,0.0,0.0,0.006838316056719502,0.013250518439775462,0.0,810,810,1,113185.76000000001,0.0,0.0,6,11,1.0,0.46825678424565065,0.0,0.017670067330024554,0.0,0.0,0.0,0.46825678424565065,0.5140731484243247,0.0,0.0,0.0,113185.76000000001,0.02981620656167348,0.036320735046528815,0.9338630583917976,0.21502209131075112,679.0,1
13,2017,1,25,2017-02,2,2016,0,5814,5411,6,0.0014503194236781297,0.9072991708576865,0.0007516650808753568,0.0016039146391192062,0.0,0.0,0.0,810,704,2,436400.0,0.0,0.0,6,12,1.0,0.7034117167323637,0.0,0.08495310588555118,0.0,0.0,0.0,0.0,0.0077477232567622675,0.7034117167323637,0.0,0.20388745412532283,1471400.0,0.0001155362240043496,0.7038643468805219,0.2960201168954737,0.3388888888888889,360.0,1
14,2017,1,25,2017-02,2,2017,0,5814,5411,6,0.0014503194236781297,0.9072991708576865,0.0007516650808753568,0.0016039146391192062,0.0,0.0,0.0,810,704,2,436400.0,0.0,0.0,6,12,1.0,0.7034117167323637,0.0,0.08495310588555118,0.0,0.0,0.0,0.0,0.0077477232567622675,0.7034117167323637,0.0,0.20388745412532283,1471400.0,0.0001155362240043496,0.7038643468805219,0.2960201168954737,0.3388888888888889,360.0,1
15,2017,3,28,2017-06,3,2017,0,5411,8071,20,0.09624563184570911,0.39108071244075887,0.039559318219969074,0.0,0.005234464920360927,0.03676513009383464,0.011719051092455562,810,810,1,168493.48999999996,0.0,0.0,6,75,1.1264026343731601,0.14837368494177433,0.0,0.0,0.10094561979240102,0.0,0.0,0.016712850959006792,0.6343763021400004,0.0,0.0,0.3743678614817521,149585.48999999996,0.32731209424122626,0.5078858250221997,0.16480208073657415,0.06537530266343826,413.0,1
16,2017,2,29,2017-03,3,2017,0,5499,5651,24,0.09208594827723869,0.15516556845002974,0.0,0.0,0.10264936156803596,0.0,0.02730655395439774,810,810,1,334096.9800000001,0.0,0.0,6,167,1.0800072462320467,0.26788628858602664,0.0,0.0,0.0,0.0,0.0,0.48327609340165517,0.5223809846147519,0.0,0.0,0.07435016821563925,309346.9800000001,0.509777919926679,0.3325558245307581,0.15766625554256256,0.06770833333333333,192.0,1
17,2017,2,29,2017-03,3,2016,0,5499,5651,24,0.09208594827723869,0.15516556845002974,0.0,0.0,0.10264936156803596,0.0,0.02730655395439774,810,810,1,334096.9800000001,0.0,0.0,6,167,1.0800072462320467,0.26788628858602664,0.0,0.0,0.0,0.0,0.0,0.48327609340165517,0.5223809846147519,0.0,0.0,0.07435016821563925,309346.9800000001,0.509777919926679,0.3325558245307581,0.15766625554256256,0.06770833333333333,192.0,1
18,2017,2,31,2017-03,3,2017,0,4111,8043,22,0.09373860818458243,0.1370697981130798,0.008045611037130423,0.0037887250534777337,0.0014213751952219013,0.0,0.028294874395559597,810,810,1,449867.75999999995,0.0,0.0,6,107,1.085621180295483,0.2915456755558567,0.023890686642948765,0.0,0.0,0.0,0.0,0.0,0.9485513821824031,0.011583363220823643,0.07746374153925813,0.02413200671004926,414387.42,0.13800923300229528,0.2723705029462526,0.5896202640514522,0.09895833333333333,192.0,1
19,2017,2,31,2017-03,3,2016,0,4111,8043,22,0.09373860818458243,0.1370697981130798,0.008045611037130423,0.0037887250534777337,0.0014213751952219013,0.0,0.028294874395559597,810,810,1,449867.75999999995,0.0,0.0,6,107,1.085621180295483,0.2915456755558567,0.023890686642948765,0.0,0.0,0.0,0.0,0.0,0.9485513821824031,0.011583363220823643,0.07746374153925813,0.02413200671004926,414387.42,0.13800923300229528,0.2723705029462526,0.5896202640514522,0.09895833333333333,192.0,1
20,2017,4,32,2017-11,3,2017,0,5411,5641,21,0.1257604472340963,0.17174436234409657,0.04709166624711971,0.06774579047207421,0.002404421072817352,0.000250256070844255,0.03121846344146456,810,810,1,232963.00000000006,0.0,0.0,6,133,1.143145196707651,0.07654434395161461,0.0,0.23553512550047528,0.06379076315637873,0.0,0.0,0.0,0.6720749457066999,0.07851170850015843,0.02453490890629951,0.06869774493763862,203791.26000000004,0.28448320109508124,0.32662391900418103,0.3888928799007375,0.13333333333333333,120.0,1
21,2018,1,35,2018-01,3,2018,0,5411,5641,44,0.15330700695765703,0.28899747995663216,0.011867707165083001,0.040747911797773664,0.003659250424573452,0.06055652706427197,0.005370442857246504,810,981,2,420036.58000000013,0.0,0.0,6,225,1.0286744374497934,0.08311882738808106,0.0,0.0007328761114707493,0.028496666134354306,0.0,0.0,0.0,0.7104474152473358,0.10870995653482783,0.004885840743138329,0.17540168267866602,409346.1300000002,0.3012458185448094,0.25268398164653466,0.4460701998086556,0.041666666666666664,216.0,1
22,2018,1,35,2018-01,3,2017,0,5411,5641,44,0.15330700695765703,0.28899747995663216,0.011867707165083001,0.040747911797773664,0.003659250424573452,0.06055652706427197,0.005370442857246504,810,981,2,420036.58000000013,0.0,0.0,6,225,1.0286744374497934,0.08311882738808106,0.0,0.0007328761114707493,0.028496666134354306,0.0,0.0,0.0,0.7104474152473358,0.10870995653482783,0.004885840743138329,0.17540168267866602,409346.1300000002,0.3012458185448094,0.25268398164653466,0.4460701998086556,0.041666666666666664,216.0,1
23,2017,1,38,2017-02,3,2016,0,6011,5411,5,0.0002818955912424436,0.2371502592991986,0.0,0.0,0.0022148939311906284,0.0,0.0,810,810,1,296808.0,0.0,0.0,6,12,1.3280772483410668,0.28570658472817445,0.0,0.0,0.0,0.0,0.0,0.1924049273559536,1.0909269890418682,0.0,0.0,0.04474533194324502,223487.0,0.04474533194324502,0.5728476376702001,0.38240703038655494,0.2852760736196319,652.0,0
24,2017,1,38,2017-02,3,2017,0,6011,5411,5,0.0002818955912424436,0.2371502592991986,0.0,0.0,0.0022148939311906284,0.0,0.0,810,810,1,296808.0,0.0,0.0,6,12,1.3280772483410668,0.28570658472817445,0.0,0.0,0.0,0.0,0.0,0.1924049273559536,1.0909269890418682,0.0,0.0,0.04474533194324502,223487.0,0.04474533194324502,0.5728476376702001,0.38240703038655494,0.2852760736196319,652.0,0
25,2017,3,39,2017-08,3,2017,0,5814,5912,22,0.010720980329575986,0.7846618891919472,0.345988413592583,0.015125982214263874,0.0012244723748536755,0.011024599500075418,0.0015283414376745061,810,985,2,688617.55,0.0,0.0,6,83,1.7239976294214825,0.14494934165458515,0.01629797720162382,0.04193078202602499,0.11962163003961594,0.0,0.0,0.8096511213318182,0.7364961188223993,0.0,0.0,0.0,400172.36,0.012221783633432355,0.40964410935327966,0.578134107013288,0.059850374064837904,401.0,0
26,2017,2,41,2017-04,3,2017,0,5411,7298,32,0.15450088019046201,0.24895134915043937,0.003566979467326341,0.02215326755025493,0.0016870848831948909,0.0029942212380736216,0.013696577358441884,810,978,2,396071.35,63.0,0.0,6,116,1.1232139052087966,0.07573188237778421,0.0,0.36010047086680863,0.0,0.0,0.0,0.2410121261706987,0.5141620851915488,0.007939222979740663,0.0,0.0,352679.35,0.2743456343559667,0.3995558855373869,0.32609848010664644,0.1565217391304348,115.0,1
27,2017,4,42,2017-09,3,2017,0,5411,5651,22,0.09334782854911494,0.7326660100400839,0.002157605417121317,0.01829265463931956,0.002265545677006589,0.009822583645902837,0.004172696897191442,810,810,1,677984.9000000001,0.0,0.0,6,252,1.3557218655852221,0.08540013206783807,0.0,0.1339754985608232,0.0,0.0,0.0,0.15497165878304175,0.48908035698431457,0.0,0.07418643278517224,0.5035079184718698,500091.44,0.0014617326783277875,0.3730881296428509,0.6254501376788212,0.041666666666666664,192.0,0
28,2017,2,46,2017-04,2,2017,0,5541,5261,15,0.019970331079206774,0.5106178367853049,0.0,0.0,0.009370759566301455,0.3750582486734959,0.005009295943930834,810,810,1,444559.4799999999,0.0,0.0,6,102,1.0,0.07872962241183117,0.0,0.0,0.0,0.0,0.0,0.4881236589533532,0.4893821632146953,0.0,0.0,0.022494177831951758,444559.4799999999,0.3304848880964141,0.3062106110075529,0.36330450089603317,0.08333333333333333,216.0,0
29,2017,3,48,2017-07,3,2017,0,5411,5641,23,0.03804630148297051,0.37472665707226116,0.005990657438920431,0.001066889468263458,0.00616013210020787,0.0,0.0027768940620264398,810,810,1,445286.55,0.0,0.0,6,108,1.3015658371352596,0.15720214320419065,0.0,0.19291699974078969,0.03215283329013161,0.0,0.13226506421622322,0.37472665707226116,0.5695042828158539,0.0,0.0,0.0,342116.04000000004,0.03410702403780893,0.646467730656534,0.3194252453056571,0.09259259259259259,216.0,1
30,2017,3,49,2017-06,2,2017,0,6011,5251,32,0.07052497485185948,0.3884002675425331,0.008411196193901096,0.0023925456480620036,0.003697570547004915,0.019292369513201478,0.007245684671059464,810,810,1,321832.94,0.0,0.0,6,90,1.0,0.10987066768243176,0.0,0.031072021403402646,0.0,0.0,0.0018643212842041589,0.3884002675425331,0.57866338976986,0.0,0.0,0.0,321832.94,0.544269489630241,0.028554504085256154,0.42717600628450275,0.03685897435897436,624.0,0
31,2017,4,50,2017-09,2,2017,5,5411,5691,15,0.09161993136058245,0.0,0.06848891712373054,0.05919308345049215,0.0004982986153475749,0.0,0.0,810,978,2,266518.6,590.31,0.0,6,47,1.0,0.19763474007662266,0.0,0.4900248366855302,0.0,0.0,0.0,0.0,0.5099751633144698,0.0,0.0,0.0,267108.91000000003,0.42177028089403673,0.0013102894995153849,0.5769194296064477,0.06635802469135803,648.0,1
32,2017,4,52,2017-10,3,2017,5,8011,5411,4,0.0006982359949343911,0.6165122747880661,0.0,0.0,0.0,0.0,0.0,810,810,1,514679.45999999996,0.0,0.0,6,19,1.4758428124246206,0.16515133516305472,0.0,0.06605559116989256,0.0,0.0,0.0,0.6165122747880661,0.7932749464666622,0.0,0.0,0.0,348735.95999999996,0.2438405262250558,0.34180587513831384,0.41435359863663046,0.20198675496688742,604.0,0
33,2017,3,54,2017-06,2,2017,5,5411,5912,24,0.19832116258643712,0.15688363159478885,0.045998280783592096,0.0,0.003421147092039234,0.08439614862664639,0.0021507319676812874,810,810,1,175289.16,0.0,0.0,6,167,1.0,0.11466767254746385,0.018432400497555013,0.3015588642218378,0.0,0.0,0.0,0.15688363159478885,0.5231251036858183,0.0,0.0,0.0,175289.16,0.3894020029532916,0.41560972737846424,0.19498826966824417,0.04830917874396135,207.0,0
34,2017,2,55,2017-05,3,2017,5,5411,7298,28,0.4608749393088167,0.0,0.057011806482906525,0.01647767719565527,0.002353988049881492,0.0,0.013456259515619426,810,810,1,352452.8200000001,0.0,0.0,6,120,1.685806616736834,0.22791135562484638,0.0,0.0,0.0,0.0,0.0,0.3842144713418277,1.3015921453950061,0.0,0.0,0.0,209070.73,0.03163431820417903,0.5830242712597787,0.38534141053604204,0.05448717948717949,312.0,0
35,2017,4,56,2017-10,9,2017,5,6011,5712,7,0.009047667369105058,1.2962292794271837,0.0,0.0,0.0,0.0,0.0,810,810,1,1106460.77,0.0,0.0,9,40,3.5963561850841197,0.08104309021276912,0.0,0.0,0.0,0.0,2.0402024795943023,0.0,0.2599244260626334,0.016251620855406015,0.0,1.2799776585717777,307661.62,0.3077081892762575,0.3620536094167352,0.3302382013070073,0.274442538593482,583.0,1
36,2017,1,58,2017-02,3,2016,5,5411,7941,24,6.009898846387673,0.4312879502293705,0.016438706102973315,3.7164912071169147,0.020928455134856274,0.07579943783274487,0.005000037322995693,810,704,2,303402.3900000001,0.0,0.0,6,194,10.865978057396136,0.4831687830038196,0.0018246797894319522,0.0,0.0,0.0,0.0,0.6635199234298008,10.200633454176904,0.0,0.0,0.0,241138.2,0.0375539835662703,0.3279659133227336,0.634480103110996,0.06547619047619048,168.0,1
37,2017,1,58,2017-02,3,2017,5,5411,7941,24,6.009898846387673,0.4312879502293705,0.016438706102973315,3.7164912071169147,0.020928455134856274,0.07579943783274487,0.005000037322995693,810,704,2,303402.3900000001,0.0,0.0,6,194,10.865978057396136,0.4831687830038196,0.0018246797894319522,0.0,0.0,0.0,0.0,0.6635199234298008,10.200633454176904,0.0,0.0,0.0,241138.2,0.0375539835662703,0.3279659133227336,0.634480103110996,0.06547619047619048,168.0,1
38,2017,3,59,2017-06,0,2017,5,5411,5541,11,0.05763758170999784,0.6148934672954441,0.0037777768578935783,0.05873840177291872,0.0010529548263490613,0.00803782310190123,0.0,810,810,1,248823.59,0.0,0.0,6,25,1.0,0.5626476171330862,0.0,0.0,0.013461344239909086,0.0,0.0,0.5626476171330862,0.3716451884646468,0.020094557754753075,0.024113469305703693,0.00803782310190123,248823.59,1.0,0.0,0.0,0.2638888888888889,72.0,0
39,2017,2,61,2017-03,3,2017,5,5411,5651,26,0.05801985069132186,0.6784800376254153,0.06297182092081131,0.03260409226467115,0.0016994433064804859,0.028988040148271367,0.00011156650714299372,810,810,1,387793.86,0.0,0.0,6,201,1.006158289574398,0.257868961617907,0.00478438695748094,0.0012972849667789968,0.0,0.0,0.0,0.6525343382898354,0.32159658002472263,0.0,0.0,0.025945699335579935,385420.33,0.5437230049592868,0.23762373925630753,0.21865325578440556,0.024154589371980676,414.0,1
40,2017,2,61,2017-03,3,2016,5,5411,5651,26,0.05801985069132186,0.6784800376254153,0.06297182092081131,0.03260409226467115,0.0016994433064804859,0.028988040148271367,0.00011156650714299372,810,810,1,387793.86,0.0,0.0,6,201,1.006158289574398,0.257868961617907,0.00478438695748094,0.0012972849667789968,0.0,0.0,0.0,0.6525343382898354,0.32159658002472263,0.0,0.0,0.025945699335579935,385420.33,0.5437230049592868,0.23762373925630753,0.21865325578440556,0.024154589371980676,414.0,1
41,2016,1,63,2016-12,0,2016,5,6011,5912,2,0.0,0.9662613737015863,0.0,0.0,0.0,0.0,0.03373862629841372,810,810,1,12419.0,0.0,0.0,5,3,1.0,0.5636524679925919,0.0,0.0,0.0,0.0,0.0,0.9662613737015863,0.03373862629841372,0.0,0.0,0.0,12419.0,1.0,0.0,0.0,0.49710982658959535,173.0,0
42,2017,3,68,2017-06,0,2017,5,7011,7011,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,840,840,1,0.0,0.0,495.0,6,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,495.0,1.0,0.0,0.0,0.0,0.0,0
43,2017,3,69,2017-08,3,2017,5,6011,6300,6,0.007018378248938438,0.6708466016082782,0.0,0.0,0.0,0.0,0.03394226803749667,810,810,1,355591.04000000004,0.0,0.0,5,40,1.3439269901203006,0.12654987032294177,0.0,0.0,0.0,0.0,0.5362993395392377,0.6708466016082782,0.1367810489727846,0.0,0.0,0.0,264591.04,0.00755883494769891,0.484334314570894,0.5081068504814071,0.12087912087912088,364.0,0
44,2017,4,70,2017-10,8,2017,5,6011,5999,3,0.0,4.090474119182253,0.0,0.0,0.0,0.0,0.0,810,978,2,1656705.31,1000.0,0.0,7,88,4.807032941858779,0.12064870564961876,0.0,0.0,0.6988545744526605,0.0,0.0,0.18848774829636072,0.01770424822386545,0.8937219080759751,0.6524575902566333,2.355806872553284,344850.0,0.12266202696824706,0.6146150500217485,0.26272292301000433,0.10743801652892562,605.0,1
45,2017,3,73,2017-08,3,2017,5,6011,5641,14,0.017682583627850617,0.4881115276407237,0.0015937978554863771,0.0,0.0012057404434935855,0.0017497661088525798,0.0027613291385366885,810,810,1,606924.6299999999,0.0,0.0,6,55,1.061816875670541,0.15158389601028385,0.0,0.06473163628210314,0.0,0.0,0.4167317773620802,0.4041353508423196,0.09224193438563415,0.020469193094610993,0.06350698370379308,0.0,571590.6799999999,0.26078243613069413,0.4865769854749906,0.25264057839431536,0.0641025641025641,624.0,1
46,2017,2,74,2017-05,3,2017,5,5411,5944,20,0.09878314844810507,0.2998050160045023,0.005585970339235733,0.04306979993941561,0.00584435222717395,0.03710897079767903,0.007118051895715102,810,810,1,608584.85,0.0,0.0,6,142,1.2479944643936225,0.0640830937543056,0.0,0.005536754741533216,0.0,0.0,0.23377408908695801,0.6132468538724105,0.32632986491876936,0.0,0.0,0.06910690177395162,487650.2799999999,0.20558405093092538,0.3762617751393479,0.418154173929727,0.058823529411764705,238.0,1
47,2017,3,76,2017-08,1,2017,5,5411,6011,4,0.4410104298854617,0.4554932946832089,0.0,0.0,0.07031996581978317,0.0,0.0,810,810,1,10977.11,0.0,0.0,6,15,1.0,0.4554932946832089,0.0,0.0,0.0,0.0,0.0,0.4554932946832089,0.544506705316791,0.0,0.0,0.0,10977.11,0.14220500660009783,0.8577949933999022,0.0,0.25,192.0,0
48,2017,2,77,2017-03,3,2017,5,5411,7298,14,0.14139761567542916,0.9933624427206981,0.0036734599733660002,0.060556053730436814,0.0,0.041357555717090946,0.003059329916185398,810,810,1,515821.88,0.0,0.0,6,49,1.459823597508783,0.1744788336625038,0.0,0.0,0.0,0.0,0.0,0.976381888144276,0.46646115478808486,0.0,0.01698055457642219,0.0,353345.35,0.18104913507422699,0.27294803794644534,0.5460028269793278,0.20833333333333334,216.0,1
49,2017,2,77,2017-03,3,2016,5,5411,7298,14,0.14139761567542916,0.9933624427206981,0.0036734599733660002,0.060556053730436814,0.0,0.041357555717090946,0.003059329916185398,810,810,1,515821.88,0.0,0.0,6,49,1.459823597508783,0.1744788336625038,0.0,0.0,0.0,0.0,0.0,0.976381888144276,0.46646115478808486,0.0,0.01698055457642219,0.0,353345.35,0.18104913507422699,0.27294803794644534,0.5460028269793278,0.20833333333333334,216.0,1
50,2017,3,78,2017-07,3,2017,5,6011,6051,27,0.026851207665766222,0.6261890776339228,0.0034066060014741853,0.001431571259282736,0.00019801514125080072,0.0036545817736016646,0.0,810,978,2,625337.1200000001,544.76,0.0,6,96,1.143725441809863,0.09586473409327648,0.0,0.00023755969326877163,0.004568455639784069,0.0,0.0,0.4294348301397026,0.5127303488428867,0.014016021902857525,0.009136911279568139,0.17360131431179465,547230.8800000001,0.33273188092017025,0.1902609370289922,0.4770071820508373,0.069164265129683,347.0,1
51,2017,2,79,2017-05,3,2017,5,5912,5641,21,0.010468816503257976,0.2201584489765765,0.0058106776960655405,0.006565237850250217,0.03224525320037469,0.0018809434666409049,0.04617494170458299,810,810,1,666113.7599999999,0.0,0.0,6,79,1.2534236943893633,0.17414442842315705,0.007526784580395777,0.0018816961450989443,0.0,0.0,0.5331680463984119,0.43467180951785617,0.27241196545740276,0.0,0.0,0.0037633922901978887,531435.43,0.4456289261707673,0.18497965030295402,0.3693914235262786,0.05701754385964912,456.0,0
52,2017,2,81,2017-05,3,2017,5,5814,4111,27,0.03267913843239099,0.36057703946600567,0.02684200111465527,0.014753574263425379,0.0015025856714017919,0.0002523168842853552,0.001782647620582691,810,810,1,1149519.3800000001,0.0,0.0,6,262,1.2507250900700013,0.12934710156865734,0.0,0.0009574767493364061,0.00435216704243821,0.0,0.432505304176382,0.17952689050057616,0.43601247622669553,0.15058497966836207,0.046785795706210755,0.0,919082.3699999999,0.0014513389044770821,0.4671395339679946,0.5314091271275284,0.041666666666666664,192.0,1
53,2017,3,82,2017-08,4,2017,5,5411,7298,20,0.08310392392949889,1.0659305240955843,0.0,0.00042343308586575377,0.0009938223603555044,0.014882452484580809,0.005292265969778833,810,810,1,651300.9099999999,0.0,0.0,6,97,1.6222491420498444,0.09442639961918678,0.0026899707631908125,0.0,0.0011706679432759075,0.0,0.0,0.6565703613777217,0.3094821114465919,0.1469561886239969,0.0,0.5053798418950672,401480.2,0.031025241095326745,0.679470444619685,0.2895043142849884,0.08960573476702509,279.0,0
54,2017,2,84,2017-05,3,2017,5,5411,5641,21,0.1346268290053348,0.799643067148497,0.0205995007515428,0.03977702752715632,0.0010325825693178418,0.039050569184196846,0.03356745143984948,810,810,1,462677.0,0.0,0.0,6,135,1.608593284256805,0.3025869018775517,0.0016722970230366393,0.019121899431811883,0.0,0.0,0.0,0.0,0.7881560206534594,0.0,0.799643067148497,0.0,287628.32999999996,0.017084547965077017,0.6638365907836687,0.31907886125125434,0.15625,96.0,1
55,2016,1,85,2016-12,1,2016,5,6011,5814,6,0.2972255648399105,0.5060785658858062,0.05049539468505044,0.0,0.0,0.0,0.0,810,810,1,8891.9,0.0,0.0,6,10,1.0,0.33738571059053746,0.0,0.11246190353017915,0.0,0.0,0.0,0.33738571059053746,0.3814595305840147,0.0,0.16869285529526873,0.0,8891.9,0.9437690482349104,0.056230951765089576,0.0,0.46875,192.0,0
56,2017,2,88,2017-05,3,2017,5,5411,7922,21,0.06342830817960587,0.8929146272038485,0.013994970997266508,0.0,0.009336204801378591,0.001495286560988795,0.007431096194428482,810,810,1,291903.76,0.0,0.0,6,191,1.0901093142609857,0.17128933179894631,0.0003361033728496293,0.0,0.0,0.0,0.0,0.23938029110734707,0.1968585836842875,0.018672409602757182,0.035477578245238645,0.5993843482485055,267774.76,0.11369062565866925,0.42730476165864173,0.459004612682689,0.014397905759162303,764.0,1
